Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,xAG,xG+xAG,npxG,npxG+xAG
164,Martim Fernandes,pt POR,DF,pt Porto,19-155,2006,2,2,148,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
165,Enzo Fernández,ar ARG,MF,eng Chelsea,24-156,2001,2,1,126,1.4,1,0,1,1,0,0,0,0,0.71,0,0.71,0.71,0.71,Matches,,,,
166,Ignacio Fernández,ar ARG,MF,ar River Plate,35-161,1990,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
167,Jesús Ferreira,us USA,MF,us Seattle Sounders,24-180,2000,2,1,101,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
168,Jorge Figal,ar ARG,DF,ar Boca Juniors,31-080,1994,1,1,87,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches,,,,
169,Kodjo Fo-Doh Laba,tg TOG,FW,ae Al Ain FC,33-146,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
170,Phil Foden,eng ENG,MF,eng Manchester City,25-025,2000,1,1,59,0.7,1,1,2,1,0,0,0,0,1.53,1.53,3.05,1.53,3.05,Matches,,,,
171,André Franco,pt POR,MF,pt Porto,27-071,1998,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
172,Ian Fray,us USA,DF,us Inter Miami,22-295,2002,2,2,168,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
173,Stefan Frei,ch SUI,GK,us Seattle Sounders,39-063,1986,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
174,Marlon Freitas,br BRA,MF,br Botafogo (RJ),30-087,1995,2,2,175,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
175,Juan Freytes,ar ARG,DF,br Fluminense,25-162,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,,,
176,Eduardo Gabriel,br BRA,DF,mx Pachuca,29-129,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
177,Kouakou Gadou,fr FRA,DF,at RB Salzburg,18-156,2007,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
178,Javi Galán,es ESP,DF,es Atlético Madrid,30-215,1994,2,2,151,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
179,Conor Gallagher,eng ENG,MF,es Atlético Madrid,25-136,2000,2,0,54,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
180,Giuliano Galoppo,ar ARG,MF,ar River Plate,26-004,1999,1,0,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
181,Fran Garcia,es ESP,DF,es Real Madrid,25-312,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
182,Gonzalo García,es ESP,FW,es Real Madrid,21-090,2004,1,1,90,1,1,0,1,1,0,0,0,0,1,0,1,1,1,Matches,,,,
183,Gerard Garriga,es ESP,MF,nz Auckland City,32-025,1993,2,1,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
184,Nathan Garrow,nz NZL,GK,nz Auckland City,20-205,2004,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
185,Federico Gatti,it ITA,DF,it Juventus,26-363,1998,1,0,20,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
186,Tyrique George,eng ENG,FW,eng Chelsea,19-138,2006,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
187,Gerson,br BRA,MF,br Flamengo,28-033,1997,2,2,145,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
188,Agustín Giay,ar ARG,DF,br Palmeiras,21-157,2004,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
189,Milton Giménez,ar ARG,FW,ar Boca Juniors,28-314,1996,2,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
190,Olivier Giroud,fr FRA,FW,us LAFC,38-265,1986,2,1,132,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
191,Jamie Gittens,eng ENG,"FW,MF",de Dortmund,20-318,2004,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
192,Oscar Gloukh,il ISR,MF,at RB Salzburg,21-082,2004,1,1,78,0.9,1,0,1,1,0,0,0,0,1.15,0,1.15,1.15,1.15,Matches,,,,
193,Serge Gnabry,de GER,FW,de Bayern Munich,29-343,1995,2,1,101,1.1,0,1,1,0,0,0,0,0,0,0.89,0.89,0,0.89,Matches,,,,
194,William Gomes,br BRA,FW,pt Porto,19-099,2006,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
195,Gustavo Gómez,py PAR,DF,br Palmeiras,32-047,1993,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
196,Bryan González,mx MEX,DF,mx Pachuca,22-073,2003,1,1,90,1,1,0,1,1,0,0,0,0,1,0,1,1,1,Matches,,,,
197,Leon Goretzka,de GER,MF,de Bayern Munich,30-136,1995,1,1,56,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
198,Tiago Gouveia,pt POR,"FW,MF",pt Benfica,24-004,2001,1,0,20,0.2,0,1,1,0,0,0,0,0,0,4.5,4.5,0,4.5,Matches,,,,
199,Nejc Gradišar,si SVN,FW,eg Al Ahly,22-320,2002,2,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
200,Christian Gray,nz NZL,DF,nz Auckland City,28-205,1996,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,,,
201,Gregore,br BRA,MF,br Botafogo (RJ),31-112,1994,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
202,Antoine Griezmann,fr FRA,FW,es Atlético Madrid,34-093,1991,2,1,115,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
203,Pascal Groß,de GER,MF,de Dortmund,34-007,1991,1,1,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
204,Khalil Guenichi,tn TUN,MF,tn Espérance Tunis,22-193,2002,2,2,164,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
205,Raphaël Guerreiro,pt POR,DF,de Bayern Munich,31-182,1993,2,2,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
206,Serhou Guirassy,gn GUI,FW,de Dortmund,29-102,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
207,Marc Guiu,es ESP,FW,eng Chelsea,19-169,2006,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
208,Deniz Gül,tr TUR,FW,pt Porto,20-355,2004,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
209,Arda Güler,tr TUR,MF,es Real Madrid,20-117,2005,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
210,İlkay Gündoğan,de GER,MF,eng Manchester City,34-241,1990,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
211,Samuel Gustafson,se SWE,MF,jp Urawa Reds,30-162,1995,1,1,86,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
212,Malo Gusto,fr FRA,DF,eng Chelsea,22-034,2003,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
213,Víctor Guzmán,mx MEX,DF,mx Monterrey,23-107,2002,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
214,Erling Haaland,no NOR,"FW,MF",eng Manchester City,24-336,2000,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
215,Achraf Hakimi,ma MAR,DF,fr Paris S-G,26-230,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
216,Mohamed Amine Ben Hamida,tn TUN,DF,tn Espérance Tunis,29-189,1995,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
217,Mohamed Hany,eg EGY,DF,eg Al Ahly,29-148,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
218,Genki Haraguchi,jp JPN,"FW,MF",jp Urawa Reds,34-044,1991,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
219,Moteb Al-Harbi,sa KSA,DF,sa Al-Hilal,,,1,0,8,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
220,Bruno Henrique,br BRA,"FW,MF",br Flamengo,34-174,1990,2,0,61,0.7,1,1,2,1,0,0,1,0,1.48,1.48,2.95,1.48,2.95,Matches,,,,
221,Luis Henrique,br BRA,"DF,FW",it Inter,23-190,2001,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
222,Hércules,br BRA,MF,br Fluminense,24-245,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
223,Lucas Hernández,fr FRA,DF,fr Paris S-G,29-128,1996,2,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
224,Ander Herrera,es ESP,MF,ar Boca Juniors,35-312,1989,1,1,19,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches,,,,
225,Ryan Hollingshead,us USA,DF,us LAFC,34-067,1991,2,2,170,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,,,
226,Santiago Homenchenko,uy URU,MF,mx Pachuca,21-296,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
227,Lee Huigyun,kr KOR,"FW,MF",kr Ulsan HD,27-054,1998,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
228,Dean Huijsen,es ESP,DF,es Real Madrid,20-069,2005,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
229,Avilés Hurtado,co COL,"FW,MF",mx Pachuca,38-063,1987,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
230,Jo Hyeon-woo,kr KOR,GK,kr Ulsan HD,33-270,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
231,Marius Høibråten,no NOR,DF,jp Urawa Reds,30-150,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
232,Yasser Ibrahim,eg EGY,DF,eg Al Ahly,32-132,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
233,Igor,br BRA,MF,us LAFC,22-107,2003,2,2,170,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
234,Mario Ilich,nz NZL,MF,nz Auckland City,29-364,1995,2,2,149,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
235,Hirokazu Ishihara,jp JPN,DF,jp Urawa Reds,26-116,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
236,Nicolas Jackson,sn SEN,FW,eng Chelsea,24-002,2001,2,1,67,0.7,0,1,1,0,0,0,0,1,0,1.34,1.34,0,1.34,Matches,,,,
237,Reece James,eng ENG,"MF,DF",eng Chelsea,25-196,1999,2,2,108,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
238,Adis Jasic,at AUT,"DF,MF",ae Al Ain FC,22-130,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
239,Chiheb Jebali,tn TUN,MF,tn Espérance Tunis,29-027,1996,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
240,Achref Jebri,tn TUN,FW,tn Espérance Tunis,23-178,2001,2,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
241,Hamza Jelassi,tn TUN,DF,tn Espérance Tunis,33-266,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
242,Igor Jesus,br BRA,FW,br Botafogo (RJ),24-117,2001,2,2,175,1.9,2,0,2,2,0,0,0,0,1.03,0,1.03,1.03,1.03,Matches,,,,
243,Lee Jin-hyun,kr KOR,MF,kr Ulsan HD,27-300,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
244,John,br BRA,GK,br Botafogo (RJ),29-129,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
245,Jorginho,it ITA,MF,br Flamengo,33-184,1991,2,2,163,1.8,0,1,1,0,0,0,0,0,0,0.55,0.55,0,0.55,Matches,,,,
246,Vinicius Júnior,br BRA,MF,es Real Madrid,24-345,2000,1,1,79,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
247,Musab Al Juwayr,sa KSA,MF,sa Al-Hilal,22-002,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
248,Kaku,py PAR,MF,ae Al Ain FC,30-162,1995,1,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
249,Pierre Kalulu,fr FRA,DF,it Juventus,25-017,2000,1,1,90,1,0,1,1,0,0,0,0,0,0,1,1,0,1,Matches,,,,
250,Harry Kane,eng ENG,FW,de Bayern Munich,31-329,1993,2,2,150,1.7,1,1,2,1,0,0,0,0,0.6,0.6,1.2,0.6,1.2,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,,,
251,Takuro Kaneko,jp JPN,MF,jp Urawa Reds,27-327,1997,1,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
252,Lee Kang-in,kr KOR,"FW,MF",fr Paris S-G,24-123,2001,2,0,31,0.3,1,0,1,0,1,1,0,0,2.9,0,2.9,0,0,Matches,,,,
253,Mohamed Kanno,sa KSA,MF,sa Al-Hilal,30-273,1994,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
254,Abdoul Karim Traoré,ml MLI,DF,ae Al Ain FC,20-162,2005,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
255,Lennart Karl,de GER,MF,de Bayern Munich,17-120,2008,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
256,Kim Kee-hee,kr KOR,DF,us Seattle Sounders,35-344,1989,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
257,Grant Kekana,za RSA,DF,za Sundowns,32-234,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
258,Lloyd Kelly,eng ENG,DF,it Juventus,26-259,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
259,Kenedy,br BRA,MF,mx Pachuca,29-134,1996,1,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
260,John Kennedy,br BRA,FW,mx Pachuca,23-035,2002,1,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
261,Ryan Kent,eng ENG,MF,us Seattle Sounders,28-223,1996,2,1,101,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
262,Angus Kilkolly,nz NZL,FW,nz Auckland City,29-065,1996,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
263,Joshua Kimmich,de GER,MF,de Bayern Munich,30-134,1995,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
264,Gregor Kobel,ch SUI,GK,de Dortmund,27-198,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
265,Orkun Kökçü,tr TUR,MF,pt Benfica,24-175,2000,2,1,90,1,0,2,2,0,0,0,1,0,0,2,2,0,2,Matches,,,,
266,Koke,es ESP,MF,es Atlético Madrid,33-165,1992,2,1,114,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
267,Randal Kolo Muani,fr FRA,FW,it Juventus,26-199,1998,1,1,70,0.8,2,0,2,2,0,0,0,0,2.57,0,2.57,2.57,2.57,Matches,,,,
268,Abdramane Konaté,ci CIV,MF,tn Espérance Tunis,18-362,2006,2,1,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
269,Teun Koopmeiners,nl NED,"DF,MF",it Juventus,27-114,1998,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
270,Kouame Kouadio,ae UAE,DF,ae Al Ain FC,24-273,2000,1,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
271,Kalidou Koulibaly,sn SEN,DF,sa Al-Hilal,34-002,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
272,Frans Krätzig,de GER,DF,at RB Salzburg,22-159,2003,1,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
273,Khvicha Kvaratskhelia,ge GEO,FW,fr Paris S-G,24-130,2001,2,2,161,1.8,0,2,2,0,0,0,0,0,0,1.12,1.12,0,1.12,Matches,,,,
274,Matías Lacava,ve VEN,MF,kr Ulsan HD,22-241,2002,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
275,Jerson Lagos,co COL,DF,nz Auckland City,23-162,2002,2,1,115,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,,,
276,Konrad Laimer,at AUT,DF,de Bayern Munich,28-026,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
277,Stefan Lainer,at AUT,DF,at RB Salzburg,32-299,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
278,Roméo Lavia,be BEL,MF,eng Chelsea,21-167,2004,2,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
279,Robin Le Normand,es ESP,DF,es Atlético Madrid,28-223,1996,2,2,180,2,0,1,1,0,0,0,1,0,0,0.5,0.5,0,0.5,Matches,,,,
280,Clément Lenglet,fr FRA,DF,es Atlético Madrid,30-005,1995,1,1,77,0.9,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches,,,,
281,Marcos Leonardo,br BRA,FW,sa Al-Hilal,22-051,2003,1,1,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
282,Rico Lewis,eng ENG,DF,eng Manchester City,20-213,2004,1,1,87,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches,,,,
283,Lima,br BRA,"FW,MF",br Fluminense,29-011,1996,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
284,Samuel Lino,br BRA,MF,es Atlético Madrid,25-181,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
285,Marcos Llorente,es ESP,DF,es Atlético Madrid,30-143,1995,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
286,Hugo Lloris,fr FRA,GK,us LAFC,38-178,1986,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
287,Nathan Lobo,nz NZL,DF,nz Auckland City,22-188,2002,1,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
288,Renan Lodi,br BRA,DF,sa Al-Hilal,27-075,1998,1,1,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
289,Aaron Long,us USA,DF,us LAFC,32-253,1992,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
290,José López,ar ARG,FW,br Palmeiras,24-198,2000,2,0,59,0.7,1,0,1,1,0,0,0,0,1.53,0,1.53,1.53,1.53,Matches,,,,
291,Thembinkosi Lorch,za RSA,MF,ma Wydad AC,31-335,1993,1,1,83,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
292,Ayrton Lucas,br BRA,DF,br Flamengo,28-003,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
293,Gustav Ludwigson,se SWE,DF,kr Ulsan HD,31-245,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
294,Florentino Luís,pt POR,MF,pt Benfica,25-307,1999,1,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
295,Douglas Luiz,br BRA,MF,it Juventus,27-044,1998,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
296,Divine Lunga,zw ZIM,DF,za Sundowns,30-025,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
297,Noni Madueke,eng ENG,MF,eng Chelsea,23-104,2002,2,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
298,Cassius Mailula,za RSA,FW,ma Wydad AC,24-010,2001,1,1,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
299,Malcom,br BRA,MF,sa Al-Hilal,28-116,1997,1,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
300,Mickael Malsa,mq MTQ,MF,ma Wydad AC,29-253,1995,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,,,
301,Reinildo Mandava,mz MOZ,DF,es Atlético Madrid,31-152,1994,1,0,29,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
302,Dylan Manickum,nz NZL,MF,nz Auckland City,33-006,1992,2,1,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
303,Jackson Manuel,nz NZL,MF,nz Auckland City,22-118,2003,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
304,Iván Marcano,es ESP,DF,pt Porto,37-364,1987,2,2,176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
305,Agustín Marchesín,ar ARG,GK,ar Boca Juniors,37-098,1988,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
306,José María Giménez,uy URU,DF,es Atlético Madrid,30-153,1995,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
307,João Mário Lopes,pt POR,MF,pt Porto,25-170,2000,2,2,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
308,Marlon,br BRA,"DF,MF",us LAFC,29-288,1995,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
309,Omar Marmoush,eg EGY,FW,eng Manchester City,26-135,1999,1,1,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
310,Marquinhos,br BRA,DF,fr Paris S-G,31-039,1994,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
311,Martinelli,br BRA,MF,br Fluminense,24-043,2001,1,1,75,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
312,David Martínez,ve VEN,FW,us LAFC,19-135,2006,2,1,98,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
313,Emiliano Martínez,uy URU,MF,br Palmeiras,25-309,1999,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
314,Lautaro Martínez,ar ARG,FW,it Inter,27-304,1997,1,1,90,1,1,0,1,1,0,0,1,0,1,0,1,1,1,Matches,,,,
315,Lucas Martínez Quarta,ar ARG,DF,ar River Plate,29-043,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
316,Franco Mastantuono,ar ARG,FW,ar River Plate,17-312,2007,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
317,Gonzalo Mastriani,uy URU,FW,br Botafogo (RJ),32-055,1993,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
318,Taishi Matsumoto,jp JPN,MF,jp Urawa Reds,27-061,1998,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
319,Yusuke Matsuo,jp JPN,FW,jp Urawa Reds,27-334,1997,1,1,90,1,1,0,1,0,1,1,0,0,1,0,1,0,0,Matches,,,,
320,Tashreeq Matthews,za RSA,"FW,MF",za Sundowns,24-283,2000,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
321,Mauricio,br BRA,MF,br Palmeiras,24-031,2001,2,1,109,1.2,0,1,1,0,0,0,0,0,0,0.83,0.83,0,0.83,Matches,,,,
322,Senny Mayulu,fr FRA,MF,fr Paris S-G,19-036,2006,2,1,80,0.9,1,0,1,1,0,0,0,0,1.13,0,1.13,1.13,1.13,Matches,,,,
323,Ibrahim Mbaye,fr FRA,FW,fr Paris S-G,17-149,2008,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
324,Weston McKennie,us USA,MF,it Juventus,26-298,1998,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
325,Stefan Medina,co COL,DF,mx Monterrey,33-008,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,,,
326,El Mehdi Benabid,ma MAR,GK,ma Wydad AC,27-149,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
327,Bart Meijers,nl NED,DF,ma Wydad AC,28-163,1997,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
328,John Mellberg,se SWE,DF,at RB Salzburg,18-327,2006,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
329,Nuno Mendes,pt POR,DF,fr Paris S-G,23-003,2002,2,1,115,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
