Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,xAG,xG+xAG,npxG,npxG+xAG
330,Miguel Merentiel,uy URU,FW,ar Boca Juniors,29-118,1996,2,2,143,1.6,2,0,2,2,0,0,0,0,1.26,0,1.26,1.26,1.26,Matches,,,,
331,Yassine Meriah,tn TUN,DF,tn Espérance Tunis,31-355,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
332,Lionel Messi,ar ARG,FW,us Inter Miami,37-363,1987,2,2,180,2,1,0,1,1,0,0,0,0,0.5,0,0.5,0.5,0.5,Matches,,,,
333,Maximiliano Meza,ar ARG,"FW,MF",ar River Plate,32-189,1992,1,0,45,0.5,1,0,1,1,0,0,0,0,2,0,2,2,2,Matches,,,,
334,Michael,br BRA,"FW,MF",br Flamengo,29-102,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
335,Sergej Milinković-Savić,rs SRB,MF,sa Al-Hilal,30-115,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
336,Georgi Minoungou,ci CIV,FW,us Seattle Sounders,22-332,2002,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
337,Adam Mitchell,nz NZL,DF,nz Auckland City,29-021,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
338,Henrikh Mkhitaryan,am ARM,MF,it Inter,36-152,1989,1,1,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
339,Luka Modrić,hr CRO,MF,es Real Madrid,39-286,1985,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
340,Taher Mohamed,eg EGY,FW,eg Al Ahly,28-107,1997,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
341,Teboho Mokoena,za RSA,MF,za Sundowns,28-149,1997,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
342,Elias Mokwana,za RSA,MF,tn Espérance Tunis,25-287,1999,2,1,106,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
343,Nahuel Molina,ar ARG,"DF,MF",es Atlético Madrid,27-077,1998,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
344,Elias Montiel,mx MEX,MF,mx Pachuca,19-258,2005,1,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
345,Gonzalo Montiel,ar ARG,DF,ar River Plate,28-172,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
346,Álvaro Montoro,ar ARG,MF,br Botafogo (RJ),18-066,2007,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
347,Rodrigo Mora,pt POR,"MF,FW",pt Porto,18-048,2007,2,2,166,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
348,Aníbal Moreno,ar ARG,MF,br Palmeiras,26-040,1999,2,2,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
349,Carlos Moreno,mx MEX,GK,mx Pachuca,27-144,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
350,Lebo Mothiba,za RSA,FW,za Sundowns,29-145,1996,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,,,
351,El Mehdi El Moubarik,ma MAR,MF,ma Wydad AC,24-151,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
352,Fahd Moufi,ma MAR,DF,ma Wydad AC,29-048,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
353,Mohamed Moufid,ma MAR,DF,ma Wydad AC,25-161,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
354,Moura,pt POR,MF,pt Porto,25-310,1999,2,2,176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
355,Ismail Moutarajji,ma MAR,MF,ma Wydad AC,25-141,2000,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
356,Khuliso Mudau,za RSA,DF,za Sundowns,30-057,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
357,Thomas Müller,de GER,MF,de Bayern Munich,35-282,1989,2,1,99,1.1,2,1,3,2,0,0,0,0,1.82,0.91,2.73,1.82,2.73,Matches,,,,
358,Víctor Muñoz,es ESP,FW,es Real Madrid,21-344,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
359,Regont Murati,nz NZL,DF,nz Auckland City,29-039,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
360,Jamal Musiala,de GER,"FW,MF",de Bayern Munich,22-116,2003,2,0,55,0.6,3,0,3,2,1,1,0,0,4.91,0,4.91,3.27,3.27,Matches,,,,
361,Daniel Musovski,us USA,FW,us Seattle Sounders,29-204,1995,2,2,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
362,Mothobi Mvala,za RSA,"DF,FW",za Sundowns,31-008,1994,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
363,Seo Myungguan,kr KOR,DF,kr Ulsan HD,22-211,2002,1,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
364,Ahmed Nabil Koka,eg EGY,DF,eg Al Ahly,23-353,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
365,Yahia Nader,ae UAE,MF,ae Al Ain FC,26-284,1998,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
366,Yoichi Naganuma,jp JPN,DF,jp Urawa Reds,28-069,1997,1,1,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
367,Pedro Neto,pt POR,MF,eng Chelsea,25-105,2000,2,2,180,2,2,0,2,2,0,0,1,0,1,0,1,1,1,Matches,,,,
368,Manuel Neuer,de GER,GK,de Bayern Munich,39-087,1986,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
369,João Neves,pt POR,MF,fr Paris S-G,20-268,2004,2,1,125,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
370,Rúben Neves,pt POR,MF,sa Al-Hilal,28-101,1997,1,1,90,1,1,0,1,0,1,1,1,0,1,0,1,0,0,Matches,,,,
371,Newton,br BRA,MF,br Botafogo (RJ),25-102,2000,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
372,Amadou Niang,sn SEN,DF,ae Al Ain FC,19-323,2005,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
373,Gonzalo Nicolás Martínez,ar ARG,"FW,MF",ar River Plate,32-009,1993,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
374,Shusaku Nishikawa,jp JPN,GK,jp Urawa Reds,39-004,1986,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
375,Christopher Nkunku,fr FRA,"FW,MF",eng Chelsea,27-220,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,,,
376,Felix Nmecha,de GER,MF,de Dortmund,24-255,2000,1,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
377,Nonato,br BRA,MF,br Fluminense,27-111,1998,1,1,86,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
378,Matheus Nunes,pt POR,MF,eng Manchester City,26-299,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
379,Samuel Obeng,gh GHA,FW,ma Wydad AC,28-038,1997,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
380,Jan Oblak,si SVN,GK,es Atlético Madrid,32-166,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
381,Lucas Ocampos,ar ARG,FW,mx Monterrey,30-346,1994,1,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
382,Onuche Ogbelu,ng NGA,MF,tn Espérance Tunis,22-043,2003,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
383,Takuya Ogiwara,jp JPN,DF,jp Urawa Reds,25-211,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
384,Michael Olise,fr FRA,MF,de Bayern Munich,23-192,2001,2,2,135,1.5,3,2,5,3,0,0,0,0,2,1.33,3.33,2,3.33,Matches,,,,
385,Guilherme Oliveira,br BRA,DF,ma Wydad AC,25-202,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
386,Samu Omorodion,es ESP,FW,pt Porto,21-048,2004,2,2,180,2,1,0,1,0,1,1,0,0,0.5,0,0.5,0,0,Matches,,,,
387,Karim Onisiwo,at AUT,"FW,MF",at RB Salzburg,33-097,1992,1,0,36,0.4,1,0,1,1,0,0,0,0,2.5,0,2.5,2.5,2.5,Matches,,,,
388,Nathan Ordaz,sv SLV,FW,us LAFC,21-161,2004,1,1,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
389,Leo Ortiz,br BRA,DF,br Flamengo,29-170,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
390,Nicolás Otamendi,ar ARG,DF,pt Benfica,37-130,1988,2,2,180,2,1,1,2,1,0,0,0,0,0.5,0.5,1,0.5,1,Matches,,,,
391,Nico O’Reilly,eng ENG,DF,eng Manchester City,20-093,2005,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
392,Willian Pacho,ec ECU,DF,fr Paris S-G,23-249,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
393,Carlos Palacios,cl CHI,MF,ar Boca Juniors,24-337,2000,2,2,133,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
394,Matías Palacios,ar ARG,MF,ae Al Ain FC,23-043,2002,1,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
395,Agustín Palavecino,ar ARG,MF,mx Pachuca,28-225,1996,1,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
396,Sergi Palencia,es ESP,DF,us LAFC,29-091,1996,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
397,Cole Palmer,eng ENG,MF,eng Chelsea,23-047,2002,2,2,164,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
398,Rui Patrício,pt POR,GK,ae Al Ain FC,37-127,1988,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
399,Jair Paula,br BRA,DF,br Botafogo (RJ),20-107,2005,2,2,180,2,1,0,1,1,0,0,0,0,0.5,0,0.5,0.5,0.5,Matches,,,,
400,Paulinho,br BRA,"FW,MF",br Palmeiras,24-342,2000,2,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,,,
401,João Paulo Mior,br BRA,MF,us Seattle Sounders,34-106,1991,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
402,Benjamin Pavard,fr FRA,DF,it Inter,29-086,1996,1,1,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
403,Vangelis Pavlidis,gr GRE,FW,pt Benfica,26-213,1998,2,2,180,2,1,1,2,1,0,0,1,0,0.5,0.5,1,0.5,1,Matches,,,,
404,Aleksandar Pavlovic,de GER,MF,de Bayern Munich,21-050,2004,2,1,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
405,Pedro Pedraza,mx MEX,MF,mx Pachuca,25-053,2000,1,1,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
406,Pedro,br BRA,FW,br Flamengo,28-002,1997,2,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
407,Zé Pedro Figueiredo,pt POR,DF,pt Porto,28-016,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
408,Pepê,br BRA,"DF,FW",pt Porto,28-118,1997,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
409,Federico Pereira,uy URU,DF,mx Pachuca,25-118,2000,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
410,Léo Pereira,br BRA,DF,br Flamengo,29-142,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
411,Enzo Pérez,ar ARG,MF,ar River Plate,39-120,1986,1,1,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
412,Nehuén Pérez,ar ARG,DF,pt Porto,24-363,2000,1,0,13,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
413,Tomás Pérez,ar ARG,MF,pt Porto,19-300,2005,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
414,Germán Pezzella,ar ARG,DF,ar River Plate,33-360,1991,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
415,Fafà Picault,ht HAI,"FW,MF",us Inter Miami,34-119,1991,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
416,Joaquín Piquerez,uy URU,"MF,DF",br Palmeiras,26-302,1998,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
417,Gonzalo Plata,ec ECU,FW,br Flamengo,24-233,2000,2,1,115,1.3,0,2,2,0,0,0,1,0,0,1.57,1.57,0,1.57,Matches,,,,
418,Gianluca Prestianni,ar ARG,MF,pt Benfica,19-142,2006,2,1,84,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
419,Erick Pulgar,cl CHI,MF,br Flamengo,31-158,1994,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
420,Mohammed Al Qahtani,sa KSA,FW,sa Al-Hilal,22-334,2002,1,0,27,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
421,Ramy Rabia,eg EGY,DF,ae Al Ain FC,32-033,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
422,Jackson Ragen,us USA,DF,us Seattle Sounders,26-271,1998,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
423,Soufiane Rahimi,ma MAR,FW,ae Al Ain FC,29-020,1996,1,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
424,Cláudio Ramos,pt POR,GK,pt Porto,33-218,1991,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
425,Gonçalo Ramos,pt POR,FW,fr Paris S-G,24-002,2001,2,2,118,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,,,
426,Sergio Ramos,es ESP,DF,mx Monterrey,39-084,1986,1,1,90,1,1,0,1,1,0,0,0,0,1,0,1,1,1,Matches,,,,
427,Jacob Rasmussen,dk DEN,DF,at RB Salzburg,28-025,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
428,Petar Ratkov,rs SRB,FW,at RB Salzburg,21-308,2003,1,1,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
429,Marcel Ratnik,si SVN,DF,ae Al Ain FC,21-181,2003,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
430,Mohamed Rayhi,nl NED,"FW,MF",ma Wydad AC,30-356,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
431,Iqraam Rayners,za RSA,FW,za Sundowns,29-185,1995,1,1,76,0.8,1,0,1,1,0,0,0,0,1.18,0,1.18,1.18,1.18,Matches,,,,
432,Federico Redondo,ar ARG,MF,us Inter Miami,22-155,2003,2,1,110,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
433,João Rêgo,pt POR,MF,pt Benfica,20-002,2005,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
434,Tijjani Reijnders,nl NED,MF,eng Manchester City,26-328,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
435,Vitor Reis,br BRA,DF,eng Manchester City,19-161,2006,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
436,Renê,br BRA,DF,br Fluminense,32-281,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
437,Lucas Ribeiro,br BRA,MF,za Sundowns,26-256,1998,1,1,84,0.9,0,1,1,0,0,0,0,0,0,1.07,1.07,0,1.07,Matches,,,,
438,Kalani Rienzi,us USA,DF,us Seattle Sounders,22-360,2002,1,1,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
439,Richard Ríos,co COL,MF,br Palmeiras,25-020,2000,2,2,176,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
440,Rodri,es ESP,"DF,MF",eng Manchester City,29-000,1996,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
441,Rodrigo Rodrigues,br BRA,FW,tn Espérance Tunis,29-004,1996,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
442,Santiago Rodríguez,uy URU,"FW,MF",br Botafogo (RJ),25-165,2000,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
443,Rodrygo,br BRA,MF,es Real Madrid,24-164,2001,1,1,64,0.7,0,1,1,0,0,0,0,0,0,1.41,1.41,0,1.41,Matches,,,,
444,Alfie Rogers,nz NZL,DF,nz Auckland City,30-136,1995,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
445,Johan Rojas,co COL,"FW,MF",mx Monterrey,22-275,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
446,Alex Roldan,sv SLV,DF,us Seattle Sounders,28-329,1996,2,1,115,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
447,Cristian Roldan,us USA,MF,us Seattle Sounders,30-019,1995,2,2,180,2,1,0,1,1,0,0,0,0,0.5,0,0.5,0.5,0.5,Matches,,,,
448,Mohamed Ali Ben Romdhane,tn TUN,MF,eg Al Ahly,25-289,1999,2,2,154,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
449,Salomón Rondón,ve VEN,FW,mx Pachuca,35-279,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
450,Vitor Roque,br BRA,FW,br Palmeiras,20-114,2005,2,2,121,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,,,
451,Agustín Rossi,ar ARG,GK,br Flamengo,29-305,1995,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
452,Paul Rothrock,us USA,MF,us Seattle Sounders,26-164,1999,2,1,85,0.9,0,1,1,0,0,0,1,0,0,1.06,1.06,0,1.06,Matches,,,,
453,Fabián Ruiz Peña,es ESP,MF,fr Paris S-G,29-080,1996,2,1,107,1.2,1,0,1,1,0,0,1,0,0.84,0,0.84,0.84,0.84,Matches,,,,
454,Albert Rusnák,sk SVK,MF,us Seattle Sounders,30-350,1994,2,2,168,1.9,1,0,1,1,0,0,0,0,0.54,0,0.54,0.54,0.54,Matches,,,,
455,Julian Ryerson,no NOR,MF,de Dortmund,27-217,1997,1,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
456,Marcel Sabitzer,at AUT,MF,de Dortmund,31-097,1994,1,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
457,Arthur Sales,br BRA,MF,za Sundowns,22-354,2002,1,1,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
458,Renato Sanches,pt POR,MF,pt Benfica,27-308,1997,2,1,90,1,1,0,1,1,0,0,0,0,1,0,1,1,1,Matches,,,,
459,Carlos Sánchez,mx MEX,DF,mx Pachuca,23-070,2002,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
460,Robert Sánchez,es ESP,GK,eng Chelsea,27-216,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
461,Leroy Sané,de GER,"FW,MF",de Bayern Munich,29-162,1996,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
462,Kang Sang-woo,kr KOR,"DF,FW",kr Ulsan HD,31-258,1993,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
463,Thiago Santana,br BRA,FW,jp Urawa Reds,32-138,1993,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
464,Marcelo Saracchi,uy URU,"DF,MF",ar Boca Juniors,27-060,1998,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
465,Yan Sasse,br BRA,MF,tn Espérance Tunis,27-363,1997,2,1,74,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
466,Jefferson Savarino,ve VEN,"MF,FW",br Botafogo (RJ),28-223,1996,2,2,135,1.5,0,1,1,0,0,0,0,0,0,0.67,0.67,0,0.67,Matches,,,,
467,Sávio,br BRA,FW,eng Manchester City,21-073,2004,1,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
468,Matheus Sávio,br BRA,MF,jp Urawa Reds,28-068,1997,1,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
469,Nicolò Savona,it ITA,DF,it Juventus,22-095,2003,1,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
470,Ahmed Sayed,eg EGY,FW,eg Al Ahly,29-163,1996,2,1,155,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
471,Andreas Schjelderup,no NOR,"FW,MF",pt Benfica,21-021,2004,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
472,Telasco Segovia,ve VEN,MF,us Inter Miami,22-081,2003,2,2,142,1.6,1,0,1,1,0,0,0,0,0.63,0,0.63,0.63,0.63,Matches,,,,
473,Eddie Segura,co COL,DF,us LAFC,28-140,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
474,Takahiro Sekine,jp JPN,MF,jp Urawa Reds,30-064,1995,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
475,Kevin Serna,co COL,"FW,MF",br Fluminense,27-187,1997,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,,,
476,Ko Seungbeom,kr KOR,MF,kr Ulsan HD,31-059,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
477,Hussein El Shahat,eg EGY,MF,eg Al Ahly,33-001,1992,2,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
478,Mohamed El-Shenawy,eg EGY,GK,eg Al Ahly,36-186,1988,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
479,António Silva,pt POR,DF,pt Benfica,21-235,2003,2,2,175,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
480,Thiago Silva,br BRA,DF,br Fluminense,40-273,1984,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
481,Giuliano Simeone,ar ARG,MF,es Atlético Madrid,22-186,2002,2,2,151,1.7,0,1,1,0,0,0,1,0,0,0.6,0.6,0,0.6,Matches,,,,
482,Everton Soares,br BRA,"FW,MF",br Flamengo,29-092,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
483,Yann Sommer,ch SUI,GK,it Inter,36-187,1988,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
484,Josip Stanišić,hr CRO,DF,de Bayern Munich,25-081,2000,2,2,171,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
485,Everaldo Stum,br BRA,FW,br Fluminense,33-352,1991,1,1,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
486,Luis Suárez,uy URU,FW,us Inter Miami,38-149,1987,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
487,Petar Sucic,hr CRO,MF,it Inter,21-240,2003,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
488,Niklas Süle,de GER,DF,de Dortmund,29-292,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
489,Valentin Sulzbacher,at AUT,MF,at RB Salzburg,20-103,2005,1,1,54,0.6,0,1,1,0,0,0,0,0,0,1.67,1.67,0,1.67,Matches,,,,
490,Daniel Svensson,se SWE,MF,de Dortmund,23-130,2002,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
491,Alexander Sørloth,no NOR,FW,es Atlético Madrid,29-199,1995,2,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
492,Jonathan Tah,de GER,DF,de Bayern Munich,29-131,1996,2,2,180,2,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0.5,Matches,,,,
493,Hassan Al Tambakti,sa KSA,DF,sa Al-Hilal,26-133,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
494,Aurélien Tchouaméni,fr FRA,MF,es Real Madrid,25-146,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
495,Alex Telles,br BRA,DF,br Botafogo (RJ),32-189,1992,2,2,135,1.5,0,1,1,0,0,0,0,0,0,0.67,0.67,0,0.67,Matches,,,,
